0 0 0
1 0 1
1.41633 0.105771 2
1.73937 0.139227 3
2.01172 0.163453 4
2.25286 0.185934 5
2.45906 0.207914 6
2.64394 0.22181 7
2.83048 0.231286 8
3.00073 0.25477 9
3.16907 0.268103 10
3.32452 0.299958 11
3.47661 0.320136 12
3.61796 0.339347 13
3.75617 0.355053 14
3.88688 0.375324 15
4.01988 0.37949 16
4.15177 0.38942 17
4.27507 0.395751 18
4.39217 0.411003 19
4.50284 0.422813 20
4.61151 0.440457 21
4.71058 0.428949 22
4.80853 0.432916 23
4.91967 0.443365 24
5.01236 0.451497 25
5.11687 0.449474 26
5.20369 0.453803 27
5.30311 0.44822 28
5.39329 0.450563 29
5.49107 0.440692 30
5.58158 0.452206 31
5.66274 0.464712 32
5.75606 0.485603 33
5.84404 0.495178 34
5.92714 0.498777 35
6.01388 0.49833 36
6.09385 0.511439 37
6.17872 0.520692 38
6.26404 0.525088 39
6.34516 0.54317 40
6.42758 0.540117 41
6.50195 0.536761 42
6.57369 0.549453 43
6.65112 0.558294 44
6.72692 0.564725 45
6.80425 0.563172 46
6.87225 0.563692 47
6.94642 0.567044 48
7.02228 0.580735 49
7.09216 0.579707 50
7.15804 0.569134 51
7.22837 0.57863 52
7.29503 0.579682 53
7.36868 0.580862 54
7.42628 0.57326 55
7.49232 0.587392 56
7.56353 0.605903 57
7.62881 0.610202 58
7.69897 0.616739 59
7.75932 0.621982 60
7.82702 0.625452 61
7.88585 0.627313 62
7.94646 0.635476 63
8.00474 0.652873 64
8.06556 0.670402 65
8.13655 0.677458 66
8.20011 0.685168 67
8.26767 0.691112 68
8.32999 0.697934 69
8.38725 0.706955 70
8.44747 0.706253 71
8.50375 0.702874 72
8.56238 0.71817 73
8.63221 0.734029 74
8.68617 0.747871 75
8.75201 0.761873 76
8.80665 0.759671 77
8.8596 0.755013 78
8.91428 0.758228 79
8.97396 0.769778 80
9.0279 0.778446 81
9.09238 0.787126 82
9.15573 0.798883 83
9.21085 0.80609 84
9.25838 0.807602 85
9.30894 0.806406 86
9.37056 0.803519 87
9.42089 0.805581 88
9.47765 0.797593 89
9.53057 0.798392 90
9.58172 0.801644 91
9.62927 0.804908 92
9.68113 0.805083 93
9.72754 0.808047 94
9.77839 0.814045 95
9.8217 0.802907 96
9.87264 0.814687 97
9.92183 0.822154 98
9.97305 0.821146 99
