 1 99.2995 99.2995 0
 2 95.4554 97.3775 1.35909
 3 105.296 100.017 2.33777
 4 99.3298 99.8451 1.75963
 5 107.509 101.378 1.96494
 6 98.4573 100.891 1.69667
 7 101.355 100.957 1.45558
 8 97.7465 100.556 1.32782
 9 99.0858 100.393 1.19029
 10 101.097 100.463 1.07334
 11 108.586 101.201 1.20325
 12 104.616 101.486 1.13613
 13 92.6467 100.806 1.23557
 14 105.094 101.112 1.18465
 15 99.1789 100.983 1.11267
 16 98.8664 100.851 1.05096
 17 100.867 100.852 0.989143
 18 96.1245 100.589 0.968432
 19 104.937 100.818 0.944105
 20 117.744 101.665 1.21853
 21 99.0117 101.538 1.16704
 22 91.1912 101.068 1.20504
 23 101.099 101.069 1.15265
 24 101.72 101.096 1.10494
 25 101.048 101.094 1.06074
 26 106.881 101.317 1.04303
 27 96.561 101.141 1.01917
 28 102.627 101.194 0.984147
 29 103.983 101.29 0.954898
 30 98.1805 101.186 0.928676
 31 94.5538 100.972 0.923037
 32 105.954 101.128 0.907222
 33 98.7728 101.057 0.882533
 34 100.855 101.051 0.856596
 35 106.674 101.211 0.847057
 36 104.192 101.294 0.827564
 37 94.3673 101.107 0.826102
 38 103.841 101.179 0.80749
 39 105.589 101.292 0.794664
 40 101.636 101.301 0.774844
 41 96.6091 101.186 0.764348
 42 98.6604 101.126 0.748511
 43 106.626 101.254 0.741951
 44 104.664 101.332 0.729125
 45 101.52 101.336 0.712934
 46 97.7465 101.258 0.701692
 47 104.335 101.323 0.689811
 48 101.026 101.317 0.675468
 49 100.511 101.301 0.661883
 50 103.43 101.343 0.650014
 51 95.3945 101.226 0.647649
 52 104.01 101.28 0.637403
 53 92.0908 101.107 0.648529
 54 102.385 101.13 0.636951
 55 104.982 101.2 0.629208
 56 105.478 101.277 0.622591
 57 102.896 101.305 0.612316
 58 98.1671 101.251 0.604145
 59 98.2639 101.2 0.596023
 60 104.863 101.261 0.589207
 61 105.319 101.328 0.58329
 62 103.391 101.361 0.57483
 63 97.5527 101.301 0.568876
 64 99.538 101.273 0.560653
 65 110.46 101.415 0.569564
 66 98.3459 101.368 0.562829
 67 102.435 101.384 0.554653
 68 105.609 101.446 0.549966
 69 94.6258 101.347 0.550807
 70 102.072 101.358 0.543035
 71 100.291 101.343 0.535595
 72 105.762 101.404 0.531661
 73 108.226 101.497 0.532528
 74 106.437 101.564 0.529499
 75 92.9855 101.45 0.534651
 76 93.9617 101.351 0.536618
 77 103.779 101.383 0.530575
 78 107.137 101.457 0.528876
 79 105.258 101.505 0.524366
 80 96.5476 101.443 0.52146
 81 106.696 101.508 0.519039
 82 99.4658 101.483 0.513306
 83 101.365 101.481 0.507124
 84 96.7501 101.425 0.504205
 85 111.081 101.539 0.51091
 86 99.2421 101.512 0.505667
 87 97.8357 101.47 0.501617
 88 108.792 101.553 0.502771
 89 96.6316 101.498 0.500153
 90 94.3691 101.418 0.500828
 91 106.651 101.476 0.498614
 92 102.669 101.489 0.493363
 93 107.47 101.553 0.492232
 94 104.172 101.581 0.487784
 95 97.0777 101.534 0.484947
 96 97.9413 101.496 0.481337
 97 101.117 101.492 0.47639
 98 96.2575 101.439 0.474514
 99 106.361 101.489 0.472319
 100 106.123 101.535 0.469864
