-4.9875 2.0602 0.460669
-4.9625 2.20678 0.493451
-4.9375 2.67486 0.598118
-4.9125 1.88045 0.42048
-4.8875 1.88299 0.421048
-4.8625 1.32832 0.297021
-4.8375 1.84941 0.413542
-4.8125 2.12298 0.474712
-4.7875 1.39086 0.311007
-4.7625 1.97919 0.442561
-4.7375 1.30927 0.292762
-4.7125 0.860196 0.192346
-4.6875 1.49873 0.335126
-4.6625 1.94782 0.435546
-4.6375 0.668771 0.149541
-4.6125 0.975923 0.218223
-4.5875 1.28076 0.286386
-4.5625 1.23289 0.275681
-4.5375 0.505451 0.113022
-4.5125 0.733749 0.164071
-4.4875 0.611064 0.136638
-4.4625 0.728579 0.162915
-4.4375 0.779539 0.17431
-4.4125 0.179301 0.0400907
-4.3875 0.421813 0.0943191
-4.3625 0.256143 0.0572738
-4.3375 0.170201 0.0380545
-4.3125 0.405501 0.0906712
-4.2875 0.436754 0.0976595
-4.2625 0.355205 0.0794241
-4.2375 0.480431 0.107425
-4.2125 0.26462 0.0591661
-4.1875 0.120524 0.0269412
-4.1625 0.0754645 0.0168544
-4.1375 0.00295453 0.000297777
-4.1125 0.00302175 0.000204237
-4.0875 0.00269947 0.000258492
-4.0625 0.147127 0.0328888
-4.0375 0.0487651 0.0108782
-4.0125 0.351309 0.0785507
-3.9875 0.0512551 0.0114319
-3.9625 0.00340224 0.000318243
-3.9375 0.00356849 0.000276684
-3.9125 0.00381875 0.000409516
-3.8875 0.00338664 0.000383207
-3.8625 0.00344786 0.000292569
-3.8375 0.0036363 0.000254598
-3.8125 0.0448977 0.00999314
-3.7875 0.0954129 0.0213101
-3.7625 0.0669226 0.0149266
-3.7375 0.208281 0.0465624
-3.7125 0.162573 0.036339
-3.6875 0.0332837 0.00736669
-3.6625 0.00460434 0.000340111
-3.6375 0.00508866 0.00037786
-3.6125 0.00520509 0.000411789
-3.5875 0.00536233 0.000366461
-3.5625 0.00536533 0.000361973
-3.5375 0.00549016 0.000324548
-3.5125 0.00504665 0.000323963
-3.4875 0.00538814 0.00034494
-3.4625 0.00544215 0.000441748
-3.4375 0.00548356 0.000379083
-3.4125 0.00549436 0.000397497
-3.3875 0.00651282 0.000428902
-3.3625 0.00586586 0.000330499
-3.3375 0.0060237 0.000339502
-3.3125 0.00673187 0.000491348
-3.2875 0.00641379 0.000484488
-3.2625 0.00640779 0.000403224
-3.2375 0.0206523 0.00439035
-3.2125 0.196018 0.0438066
-3.1875 0.0888959 0.0198049
-3.1625 0.0142361 0.00272746
-3.1375 0.00713457 0.000310802
-3.1125 0.00699294 0.000271508
-3.0875 0.00774132 0.000436983
-3.0625 0.00722759 0.000500596
-3.0375 0.00731282 0.000519934
