6.53167e+07 1 1
6.41115e+07 852209 2
6.59754e+07 1.6244e+06 3
6.59673e+07 1.21832e+06 4
6.54989e+07 1.06086e+06 5
6.42896e+07 1.41434e+06 6
6.37476e+07 1.31203e+06 7
6.3314e+07 1.21758e+06 8
6.37033e+07 1.14286e+06 9
6.35945e+07 1.03375e+06 10
6.34418e+07 950973 11
6.3799e+07 936421 12
6.40271e+07 891736 13
6.38841e+07 839441 14
6.39045e+07 783729 15
6.38761e+07 735260 16
6.36758e+07 718792 17
6.3714e+07 679875 18
6.3935e+07 679079 19
6.41929e+07 692335 20
6.41105e+07 664243 21
6.39123e+07 662970 22
6.40415e+07 646615 23
6.40692e+07 620267 24
6.40797e+07 595545 25
6.40073e+07 577034 26
6.44573e+07 709812 27
6.44727e+07 684627 28
6.4574e+07 668473 29
6.45309e+07 647579 30
6.44287e+07 634698 31
6.45236e+07 621919 32
6.43338e+07 631373 33
6.42797e+07 615120 34
6.4289e+07 597615 35
6.42497e+07 582301 36
6.41373e+07 577309 37
6.41881e+07 564346 38
6.40716e+07 561786 39
6.39059e+07 571643 40
6.41436e+07 605108 41
6.42384e+07 598074 42
6.42537e+07 584362 43
6.42215e+07 571968 44
6.43554e+07 574723 45
6.45535e+07 595383 46
6.45423e+07 582819 47
6.46079e+07 574351 48
6.45356e+07 567165 49
6.46478e+07 566816 50
